id,title,year,rating,genre,director,overview,cast
172687,Main Tulsi Tere Aangan Ki,1978.0,7.0,Drama,Raj Khosla,"A woman raises the illegitimate son of her husband along with her own, treating them both equally. But her decision to hand over the property matters to the illegitimate son is met with hostility by her own revenge-minded son.","Nutan, Asha Parekh, Vijay Anand, Deb Mukherjee, Neeta Mehta"
306156,Half Ticket,1962.0,7.3,Comedy,Kalidas,"A diamond thief hides his loot on an innocent child, but the child turns out to be an adult posing as a youngster to purchase a half-priced train ticket. Now, the thief will have to outwit the eccentric in a series of wacky misadventures.","Kishore Kumar, Madhubala, Pran Sikand, Shammi, Manorama"
487944,Muavza,2017.0,2.0,"Drama, Comedy",Girish Juneja,A seasoned conman tricks five obnoxiously rich brothers into splurging all of their wealth with the promise that he will help them sell off their acres of land to builders at a sky-high rate.,"Annu Kapoor, Akhilendra Mishra, Pankaj Berry, Deepak Verma"
435175,Ek Se Bure Do,2009.0,4.0,Unknown,Tarique Khan,"Two petty thieves face-off against gangsters, bandits and police after forging a treasure map.","Arshad Warsi, Rajpal Yadav, Anita Hassanandani Reddy, Brinda Parekh, Jagdeep"
377498,Bees Saal Baad,1962.0,6.3,"Music, Thriller, Mystery, Horror",Biren Nag,"After a lusty Thakur rapes a young girl, she kills herself. Thereafter, the Thakur is killed by what the local people call the girl's vengeful spirit. Then the Thakur's son is also killed in a similar way. Thereafter the brother of the Thakur is also killed. The grandson of the Thakur, Kumar Vijay Singh (Biswajeet) returns from abroad to claim his ill-fated legacy. He is warned to stay away from the grounds that have killed his ancestors, but he intends to find out who or what is behind the killings, and hires a private detective, Gopichand Jasoos (Asit Sen). Kumar meets with Radha (Waheeda Rehman), the daughter of the local doctor, Ramlal Vaid (Manmohan Krishan), and both eventually fall in love. Then a man is found dead wearing the clothes of Kumar Vijay, and Kumar Vijay must now decide to stay away from his new residence, or continue to live there, and fear for his life everyday until death.","Biswajeet Chatterjee, Waheeda Rehman, Manmohan Krishna"
319956,Joroo Ka Ghulam,1972.0,7.0,"Comedy, Family",A. Bhimsingh,"The rich Kalpana marries Rajesh, a poor painter, much to her parents' disapproval. She brags about his wealth to them but gets in trouble when they come to visit.","Rajesh Khanna, Sharad Kumar, Achala Sachdev, Ramesh Deo, Nanda"
232715,Sadhu Aur Shaitaan,1968.0,7.8,Unknown,Unknown,Kind-hearted yet naive Bajrang (Mehmood) drives a taxi (laila) and helps anyone he can. He is devoted to another kind-hearted gentleman and long-time bank employee by the name of Sadhuram,"Mehmood, Pran Sikand, Kishore Kumar"
538834,The Don,1995.0,0.0,"Action, Drama",Farogh Siddique,"The Don is the story of a common man, later becoming a Don, who always stands for justice and poor against all odds and evil minds. His sister is yet to forgive him as he had murdered her fiancee","Mithun Chakraborty, Sonali Bendre, Jugal Hansraj, Sadashiv Amrapurkar, Raza Murad"
364973,Heer Raanjha,1970.0,6.3,"Romance, Drama",Chetan Anand,"Heer Raanjha is a 1970 Indian Hindi-language romantic musical film directed by Chetan Anand. It stars Raaj Kumar and Priya Rajvansh and tells the tragic love story of Heer, a wealthy girl, and Ranjha, who has been banished by his family. The film is often referred to as a Punjabi version of ""Romeo and Juliet.","Priya Rajvansh, Raaj Kumar, Pran Sikand, Prithviraj Kapoor, Ajit Khan"
944753,Banaras - The Red Land,2022.0,0.0,"Drama, Documentary",Vivek Srivastava,"Story of 2 brothers where everyone respects them out of fear, where even police hesitate to bother them. A land ruled by Amarpal Singh & Samarpal Singh. Vikram wants to run for the college election & being the son of Amarpal Singh everyone in college fears him, no other student dares to run for the election opposite him, but Shiva decides to choose a candidate who will be running against Vikram.","Abhimanyu Singh, Govind Namdeo, Flora Saini"
647580,Jai Hind,1999.0,10.0,"Action, Romance",Manoj Kumar,Two retired colonels are at odds with each other because one of them had been a traitor to the country. The grandson of the traitor and the grand daughter of the other colonel fall in love but have to surmount a number of obstacles,"Rishi Kapoor, Kunal Goswami, Shilpa Shirodkar, Manisha Koirala, Sadashiv Amrapurkar"
391418,Alibaba,2002.0,4.3,Animation,Usha Ganesarajah,"A woodcutter learns the magic words to enter a cave where 40 thieves conceal their booty, but his greedy brother wants the treasure for himself.",Unknown
1154969,Jaane Do,2023.0,0.0,"Romance, Drama",Jugal Raja,A beautiful relationship between 2 blind people who go on a trip together.,"Pragati Anand, Abhishek Panwar"
16352,Good Night,2008.0,0.0,"Comedy, Drama, Romance",Geetika Narang Abbasi,"Madan Mohan Khullar, a lover of old Hindi films and music, has decided to start his life afresh. However, to begin a new day, one has to pass through a long night, and so must he.","Vinod Nagpal, Shivam Pradhan, Manish Narang, Abhijeet Banerjee"
1026911,Pyaar Ka Sindoor,1986.0,0.0,Unknown,Bapu,,"Anil Kapoor, Mukkamala, Kanta Rao, Somayajulu J V, Jyothi"
883288,The Green Force,2021.0,0.0,Crime,Sudhir Durlabh Tandel,Ex-army chief created a secret Force to save the nation from Terror attacks. GREEN FORCE is an unofficial team of Patriots which fight against every terrorist activities.,"Mayur Chavda, Ramesh Goyal, Sahud Hashmi, Mushtaq Khan, Gulshan Pandey"
842347,Googly Gumm Hai,2021.0,10.0,"Adventure, Thriller, Romance, Mystery",Ajay K Saklanni,"Googly, a carefree young woman and her lover, Shorya, take a romantic trip to Dharamshala. At the airport they are received by their tour-guide, Ranga, who appears to be somewhat disturbed upon hearing Googly’s name. An incomprehensible sadness betrays Ranga’s cool demeanor. Googly is awestruck by the beauty of sunset amidst the snow-capped mountains and is inspired to go hiking.  Shorya, though initially reluctant, finally yields. They set out on their trek and the appalling beauty of the mountains overwhelms them. In a moment of romantic fervour, Shorya slips and falls off the cliff and gets stuck on a crest at the edge of a steep fall. Hereafter, the movie follows Googly and Ranga on their individual rescue missions-- Googly’s to save Shorya and Ranga’s to find Googly. And amidst all this, flitting on and off the screen, is a ghastly figure in the cave whom Shorya dismisses as a figment of his own imagination","Raksha Kumawat, Mridul Raj Anand, Mohit Mattoo, Mukesh Lakhta, Arjun Pant"
152370,Woh Chokri,1994.0,7.0,Unknown,Subhankar Ghosh,"Woh Chokri (वह छोकरी) is a Hindi movie starring Pallavi Joshi, Neena Gupta, Paresh Rawal, Om Puri and is directed by Subhankar Ghosh .","Pallavi Joshi, Neena Gupta, Paresh Rawal, Om Puri"
1155640,Vash,2023.0,0.0,Horror,Jagmeet Samundri,"Rakshit and Aanchal are having a perfect love story, until a third person appears wanting Aanchal to be part of his world at all costs. Who is he and what are his intentions? Some mysteries are better left unsolved.","Rituraj Singh, Vivek Jaitly, Ganga Mamgai, Vishal Sudarshanwar, Preeti Kochar"
691449,Bamfaad,2020.0,6.0,"Romance, Drama",Ranjan Chandel,A passionate love story set in Allahabad between Naate and Neelam who meet accidentally and fall in love. They make brave choices and go through a path of love and loss to be with each other.,"Aditya Rawal, Shalini Pandey, Vijay Varma, Jatin Sarna, Sana Amin Sheikh"
648166,Market,2003.0,0.0,Drama,Jai Prakash,"Muskaan is a prostitute in one of Hyderabad's brothels, owned by Lalabee. But she is a prostitute not by choice, but bad luck. When she was young her parents married her off to an Arab Sheikh. This marriage was just an arrangement for sexual pleasure.  After raping her for 7 days regularly, Sheikh divorces Muskaan. Muskaan's father Barkat Ali commits suicide due to the humiliation he receives after filling a case against Sheikh. Sheikh's assistant hires the best possible advocate and makes sure that Sheikh is released easily and flies back to Dubai. Muskaan's uncle also sexually harasses her.  Finally one of the dalals takes her to Lalabee and thus she becomes a prostitute. But fortune brings her to Mumbai. Inspector Sawant Sayaji Shinde takes her to Juicy, a sophisticated gay doing body business. He changes Muskaan to Mallika using two of his best selling prostitutes Liza Suman Rangnathan and Esha. She luckily also meets with Bablu Pande Aryan Vaid who falls in love with her.","Manisha Koirala, Suman Ranganathan, Aryan Vaid, Shweta Menon, Makrand Deshpande"
608064,Pyari Behna,1985.0,6.0,"Action, Comedy, Drama",Bapu,"Kaali and his sister Seeta live in a shanty house. He assists the Engineer Vinay. Mangla, Seeta's friend falls in love with Kali and they gets married, much to the delight of his sister. Now Kali meets with an accident and loses his left hand. He blames Vinay for the accident. Now Vinay falls in love with Kaali's sister Seeta, but Kaali is against their relationship.","Mithun Chakraborty, Padmini Kolhapure, Vinod Mehra, Tanvi Azmi, Shakti Kapoor"
1185652,Darranchhoo,2023.0,0.0,Comedy,Bharat Ratan,,"Smriti Kalra, Karan Patel, Manoj Joshi, Kiran Bhargava, Saanand Verma"
603052,Faraib,1983.0,0.0,"Drama, Thriller",Rajat Rakshit,Vicky loves Meena. He cheats her and she commits suicide. Finally she comes back for avenge.,"Mithun Chakraborty, Ranjeeta Kaur, Shreeram Lagoo, Nazir Hussain, Mukri"
969173,Ae Watan Mere Watan,2024.0,0.0,"Drama, Thriller, History",Kannan Iyer,"In the midst of India's struggle for freedom in 1942, a brave young girl starts an underground radio station to spread the message of unity, setting off a thrilling chase with the British authorities during the Quit India movement.","Sara Ali Khan, Sachin Khedekar, Sparsh Shrivastava, Abhay Verma, Alexx O'Nell"
619061,Jhalki,2019.0,7.3,Drama,Brahmanand S. Singh,"A lyrical story of lost childhood, against the powerful backdrop of child slavery and human trafficking. It is a heart-rending but inspiring story of a nine-year old street-smart girl, Jhalki, in search of her seven-year old brother, Babu, who is suddenly thrown into an inhuman world of child labor with no respite from a terminally gloomy, dark and depressing workplace. Armed with an intimate folk tale of a tireless sparrow, her own ingenious efforts and her charming presence of mind, Jhalki manages her search and eventually free her brother, along with thousands of other enslaved children caught in this insidious practice, affecting over 200 million children worldwide.","Tannishtha Chatterjee, Boman Irani, Divya Dutta, Sanjay Suri, Yatin Karyekar"
1070027,For Your Sake,1977.0,4.0,Drama,Sudhendu Roy,A young couple strapped for cash get in over their heads trying to repay a loan.,"Vinod Khanna, Nadira, Rekha, Helen, Mac Mohan"
891865,Main Zinda Hoon,1988.0,0.0,Drama,Sudhir Mishra,"Beena, a villager married to a man in the city, is shocked to find that her husband has left the house. She begins to provide for the family, but faces issues when she falls in love with a co-worker.","Deepti Naval, Pankaj Kapur, Alok Nath, Kulbhushan Kharbanda, Sushmita Mukherjee"
507399,Thikana,1987.0,0.0,Drama,Mahesh Bhatt,"Alcoholic lawyer Ravi Goel does not get cases because he refuses to lie. He lives with his mother and sister Shashi ,who also happens to be the breadwinner for the family.  MP Rane rapes a girl and is videotaped by a cameraman . Rane has both of them killed. Meanwhile, Shashi becomes pregnant from Ranbir Singh. She refuses to marry him because she feels that when she would leave her family, they would be in trouble. Ranbir convinces Ravi to take on cases to fight in the court.  Tea shop owner tells Ravi that dancer Shaila's brother has been missing for some time. Ravi begins searching for her brother and, discovering his death, tries to find the killers.","Smita Patil, Anil Kapoor, Amrita Singh, Suresh Oberoi, Avtar Gill"
307199,Baharon Ki Manzil,1968.0,7.0,"Mystery, Thriller",Yakub Hasan Rizvi,"During a ceremony, Nanda gets amnesia after an explosion. She claims to be Radha. Dr. Rajesh treats her. They visit Bombay to uncover her past but are trailed by a goon. Rajesh investigates further to unravel the mystery.","Dharmendra, Meena Kumari, Rehman, Farida Jalal, Tun Tun"
304928,Ardhangini,1959.0,0.0,Unknown,Ajit Chakrabarty,"At the very moment of her birth, ill-fated Chhaya's mother passes away, her dad loses his job, and their house burns down. She is shunned since then by children her age as well as their parents. Her dad brings her up with a lot of love, and even arranges her marriage with a young man, whose mother, uncle and nephew approve of Chhaya. But when the uncle finds out about Chhaya's past, they reject her. This news kills her dad, and Chhaya re-locates to live with her friend, Leela Lal, who lives a middle-class lifestyle with her husband, Murari, and her mother-in-law, who is very superstitious and never lets Leela out of her sight. Murari and Leela introduce her to Prakash, an airline pilot, and both eventually fall in love with each other. When Prakash takes her with him to meet his mom, Chhaya finds out that she is the same woman who rejected her and abruptly leaves without meeting anyone.","Meena Kumari, Raaj Kumar, Shubha Khote, Agha, Durga Khote"
304542,Sapnon Ka Saudagar,1968.0,0.0,Romance,Mahesh Kaul,"Film starring Raj Kapoor, Hema Malini and Jayant","Raj Kapoor, Hema Malini, Tanuja Samarth, Achala Sachdev, Durga Khote"
1007946,Saroj Ka Rishta,2022.0,0.0,"Drama, Comedy",Abhishek Saxena,A Carefree and Confident Girl (Sanah Kapur) of her area who finds Love in Vikram(Randeep Rai).,"Kumud Mishra, Sanah Kapoor, Gaurav Pandey, Randeep Rai, Kritika Avasthi"
780170,Shubh Raatri,2020.0,0.0,Horror,Unknown,It is a story about the finding of the truth of a witch which is only heard in tales by people living near village. Some friends find this tale interesting and try to enter the village but are stopped by the villagers. Are they able to enter the village? Are they able to find the truth? Is the tale of the witch true? Shubh Raatri is all about finding the truth.,"Simran Ahemad, Nemi Chand, Jaya Goswami, Priya Gupta, Afzal Hussain"
356158,Gour Hari Dastaan,2015.0,8.0,Drama,Ananth Narayan Mahadevan,"Gour Hari Das, a freedom fighter who works in Khadi Kraft and lives along with his wife &amp; son, lives a content life in his neighborhood. However, one day when his son is unable to secure college admission for lack of a Freedom Fighter's Certificate, he feels the need to establish his identity. In the quest for this piece of paper to prove his authenticity to his son, his neighbors &amp; to the world, he begins a journey that sucks up almost his entire life.","Vinay Pathak, Konkona Sen Sharma, Ranvir Shorey, Tannishtha Chatterjee, Vikram Gokhale"
116854,Kab? Kyoon? Aur Kahan?,1970.0,4.0,"Action, Mystery, Romance",Arjun Hingorani,"Dharmendra plays a suave CID Officer who romances Babita on board a ship and slowly we get to the plot which involves Babita's dad who dies under mysterious circumstances leaving behind a huge "" property"" and an evil looking uncle Pran who is after it and her.. Nothing is as it seems as the sinister plot unfolds and our innocent heroine is under threat of losing her sanity and perhaps her life.. Unless of course the hero manages to unravel the plot and save them all..It involves the mystery of dead body in a coffin and things that go bump in the night.","Dharmendra, Babita Kapoor, Pran Sikand, Helen, Ashoo"
103429,Victoria No. 203,1972.0,5.3,"Comedy, Drama",Brij,"Numerous plot lines intersect in this comedic romp about a female Victoria-carriage driver who disguises herself as a boy, and the hunt for the stash of diamonds hidden in her Victoria.","Ashok Kumar, Pran Sikand, Saira Banu, Anwar Hussain, Ranjeet Bedi"
916811,Pyar Bhara Dil,1991.0,0.0,"Drama, Romance",Chandra Barot,"Savita Oberoi is a cold-hearted and wealthy businesswoman. Her only son Ashwin is soft-hearted and is in love with Pooja Sundarlal who comes from a poor family. Her father used to be a famous poet Porash Sundarla now disabled, and her mom, Sudha Sunderlal a housewife and teacher. Mrs. Oberoi wants her son to marry Lily, Mr. Puri's daughter, who is settled in the United States of America. When Ashwin tells his mom that he loves Neela, she consents to go to see the girl, is impressed by the poet father, but does not permit her son to marry her. Under pressure, but refusing to give up his love, Ashwin marries Pooja, and at the same to placate his adamant mom, gets engaged to Lilly.","Rakesh Bedi, Harish Bhimani, Dinesh Hingoo, Reema Lagoo, Raza Murad"
896737,Before You Die,2022.0,0.0,Unknown,Suvendu Raj Ghosh,Upcoming Hindi movie,"Puneet Raj, Kavya Kashyap, Zarina Wahab, Mukesh Rishi, Pradip Chopra"
347573,Sutradhar,1987.0,0.0,Drama,Chandrakant Joshi,"Prerna is the only daughter of the local school's headmaster. She gets to meet her childhood friend, Kumar, who is now one of the teachers at the same school. Prerna is attracted to Kumar, and admires his courage and determination to stand-up against the local and cruel zamindar, who had severely beaten-up Kumar's father several years ago. Soon both get married. Kumar is ambitious, and wants to become the head of this town. He organizes his campaign and successfully gets himself elected, not without creating some enemies. After this election, Kumar keeps busy with his new-found duties, but Prerna notices a change in him - as he is fast becoming the man he hated the most - the former zamindar.","Girish Karnad, Smita Patil, Nilu Phule, Nana Patekar"
354441,Madmast Barkhaa,2015.0,2.0,Thriller,Unknown,"Barkhaa is married to Ranbir, a soldier who has to leave and Barkhaa finds herself alone. Due to her lonely, passionless married life, she begins an affair with her husband's friend, Akaash. However, Ranbir's sister, Neetu, comes to learn of their affair.","Leena Kapoor, Zoya Rathore"
272171,Bas Yun Hi,2003.0,0.0,"Music, Comedy, Romance",Raja Menon,"Aditya is a young man who does not believe in astrology, but when a friend makes his astrological chart and explains to him that he is fated to marry a woman whose name begins with the letter V, Aditya decides to see for himself if this is true.","Purab Kohli, Nandita Das, Rajiv Gopalakrishnan, Tannishtha Chatterjee, Sameer Malhotra"
158452,Inteha,2003.0,8.0,Unknown,Vikram Bhatt,"Tina Saxena lives a wealthy life-style with her widowed businessman dad. One day, all of a sudden, she gets a nasty shock when her dad informs her that he had a mistress before he was married to her mother, and that this affair had resulted in the birth of a daughter, Nandini. Much to Tina's distaste, he invites Nandini to live with them, and asks her to look after Tina after he passes away, as he has been ill for quite sometime. Mr. Saxena does pass away, leaving a grieving Tina and Nandini, with Tina still having nothing to do with her step-sister. Then a dashing young man, Ranbir Oberoi, enters Tina's life and it is love at first sight for them. Nandini also approves of him, and it looks like Tina has given up on her dislike for Nandini. After a few days, and a purse-snatching incident, Nandini counsels Tina that she should consider breaking up with Ranbir. Aghast at this sudden volte face.","Nauheed Cyrusi, Avtar Gill, Vidya Malvade, Ashmit Patel"
138081,Ajj De Ranjhe,2012.0,6.0,Unknown,Manmohan Singh,Comedic situations dog the heels of a media-obsessed youngster and a determined rookie cop.,"Aman Dhaliwal, Gurpreet Ghuggi, Kimi Verma, Rana Ranbir, Deep Dhillon"
15646,Jugaad,2009.0,5.3,Comedy,R. Anand Kumar,"The catch is Jugaad comes to life when the MCD locks the doors of advertising agency under the sealing drive. Life turns around to the worst and pushes the desperate CEO towards Jugaad and all makeshift efforts. In the process many characters like property dealer, power brokers, so called connected people with politicians and senior officers walk into the story.","Manoj Bajpayee, Hrishitaa Bhatt, Vijay Raaz, Sanjay Mishra, Govind Namdeo"
1030224,A Place of Our Own,2022.0,0.0,Drama,Ektara Collective,"After sudden eviction by their prejudiced landlord, transwomen Laila and Roshni must put their wits together to find a home and reclaim their place in society.","Manisha Soni, Muskan, Akash Jamra, Soljar Baghmare, Shivani Bajpal"
823622,Goonj,1989.0,0.0,Unknown,Jalal Agha,"Wedged in a political chaos, Sanjeev has to prove his innocence for a murder he did not commit and expose the real rogue, MLA Kalekar. But, the culprit is also the father of the girl he loves.","Kumar Gaurav, Juhi Chawla Mehta, Tinnu Anand, Ashutosh Gowariker"
721692,Gustakhi Maaf,1969.0,0.0,Comedy,Rajkumar Bedi,Twin sisters get separated at birth when their boat capsizes in a river during a storm.,"Tanuja Samarth, Sanjeev Kumar, Sujit Kumar, Ulhas, Padma Khanna"
306039,Krodhi,1981.0,7.0,"Action, Thriller",Subhash Ghai,"Unaware of his parents, as he was abandoned as a young child, Vikramjit Singh alias Vicky grows up amidst hatred.","Dharmendra, Shashi Kapoor, Zeenat Aman, Sachin Pilgaonkar, Pran Sikand"
159636,Raakh,1989.0,7.0,"Action, Crime, Drama, Thriller",Aditya Bhattacharya,"After witnessing the public humiliation & abuse of a female friend, a young man vows to avenge her by going after the hoodlums responsible. he is guided by a burnt out, cynical cop, who shows him the ropes as well as the realities of vigilante life.","Aamir Khan, Supriya Pathak, Pankaj Kapur, Jagdeep, Naina Balsaver"
826178,Bhavai,2021.0,0.0,"Romance, Drama",Hardik Gajjar,"The story is about the dream of Rajaram and its impact on the society. Rajaram an enthusiast by nature had only one dream of becoming an actor since his childhood. Being a village resident, he was deprived of that chance to live his dream. Will the duo be able to survive the obstacles or become a victim and succumb to the blind beliefs of the society? Who is the real Ravan, Rajaram or We ""The Society""?","Pratik Gandhi, Aindrita Ray, Ankur Bhatia, Krishna Singh Bisht, Shibesh Debnath"
748390,Chor Aur Chand,1993.0,10.0,"Drama, Crime, Action, Adventure, Romance",Pavan Kaul,Reema runs away from her home to avoid a forced marriage. She is joined by two criminals who are escaping the law as well as getting hunted by a gangster.,"Aditya Pancholi, Pooja Bhatt, Aruna Irani, Alok Nath, Raghubir Yadav"
442320,Revati,2005.0,8.0,Drama,Farogh Siddique,"The story of a rebel trash picker living in the slums of Bombay India. She dreams of being able to have simple luxuries like a bath or decent clothes to cover her body. One day she gets her opportunity through a drug smuggler of Bombay and quickly learns all that glitters is not gold. Whether it be a drug lord, a murder, rapist or the legal system; Revati is a fighter that keeps a sense of humor about her plight. Revati shows the life's struggles of a woman struggling to keep her morality and dignity in a place that tries hard to strip her of all she has in many extreme circumstances. Revati dares to be different and live by her own rules. Will she win and yet keep her morality? Will she survive?","Kashmera Shah, Shreyas Talpade, Ayub Khan, Vijay Kadam, Javed Khan"
566218,Tarana,1951.0,0.0,Romance,Ram Daryani,"After a plane crash, Dr. Motilal (Dilip Kumar) is left stranded in a small village, where he is given shelter by a blind old man called Surdas and his playful, young daughter Tarana (Madhubala). During the course of his stay, Motilal falls for the charms of the innocent Tarana.","Madhubala, Dilip Kumar, Jeevan Dhar, Shyama, Gope"
353807,Tarpan,1995.0,7.0,Drama,K. Bikram Singh,"The film set in the 1940s, in a fictitious village in the Shekhavati region in Rajasthan, where no girl child survives beyond the age of seven. It deals with larger issues of communalism and caste system through four inter-related stories.","Om Puri, Revathi, Dina Pathak, Manohar Singh, Savita Bajaj"
983946,Sita: The Incarnation,,0.0,"Drama, Fantasy, History",Alaukik Desai,"The story of Sita, a Hindu goddess and the female protagonist of the Hindu epic “Ramayana”.",Kangana Ranaut
950305,Tadbir,1945.0,0.0,"Drama, Family",Jayant Desai,"A man's birth is foretold by an astrologer: he will follow a prostitute, wield a knife, and face the gallows. These prophecies come true in unexpected ways, as he finds salvation through a sacrificing prostitute, becomes a surgeon, and battles personal demons, all while grappling with destiny.","K.L. Saigal, Suraiya, Mubarak, Jillo, Rehana"
883156,Parda,1949.0,0.0,Drama,A.G. Surma,"Razia and Aslam grew up as friends and that deepened into love at maturity. Unfortunately, Aslam was from a wealthy family and Razia from a poor one and Aslam's father disapproved. Instead, he arranged marriages to different partners for both of them. Our heroine got married off and became a good wife. But there's a snake in the grass in the form of Sadiq who wanted her for himself. As a result, unspeakable tragedies follow.","Rehana, Amar, S. Nazir, Gulzar, Nazir Kashmiri"
724942,Parichay,1954.0,0.0,Drama,Satyen Bose,"The artist Gopal once asked his geologist friend: ""Tell me, Shankar, what kind of bride do you want?"" The modest Shankar replied: ""I would like her to sing a little, just a little. And I would like her to be beautiful. That's all... Chance brought him together with a girl of rare beauty. But there was a problem: Shivani (that was her name) was from a poor family and had already been betrothed to an unloved but wealthy old man. Upon learning this, Shankar decided to disrupt the wedding and marry Shivani. He was in such a hurry to carry out his sudden decision that he did not even have time to talk to his bride. Talk... Even if he had wanted to, it would not have been possible: it was only after the wedding that he learned of the terrible illness his wife was suffering from...","Abhi Bhattacharya, Shashikala, Dhumal, Pranoti Ghosh, Sajjan Lal Purohit"
333656,Raampur Ka Lakshman,1972.0,4.0,Drama,Manmohan Desai,"Kedarnath Bhargav, his wife, Laxmi, and two sons, Ram and Lakshman are homeless. While traveling, their train derails and the family is separated into 3 groups. While Laxmi works as a maidservant in the house of Bombay's Mayor and his daughter, Rekha; Ram has been abducted by a career criminal, and Kedarnath & Lakshman are together. Ratanlal Verma, a kind-hearted man, with a son named Prakash comes to Lakshman's rescue","Randhir Kapoor, Shatrughan Sinha, Rekha, Padma Khanna, Sulochana Latkar"
1179065,Khilonewala,,0.0,Drama,S. Sukhdev,A Khilonewala (Toy seller) comes to sell beautiful hand-crafted toys to children when religious fanaticism turns the atmosphere upside down,"Irshad Panjatan, Nisha Puri, Amrish Puri"
911597,Dhoop Chhaon,1977.0,0.0,Drama,Prahlad Sharma,"Concerned about the outbreak of plague in a distant rural village in India, Dr. D.D. Sinha asks a number of prominent doctors to go there and treat the ailing and prevent the disease from spreading. No one except his protégé, Dr. Paras, is prepared to go there. Dr. Paras travels there, works with the villagers to prevent the disease and treats the ailing, and is successful in preventing it's spreading to other communities. He meets with village belle, Lajwanti alias Lajjo, and both fall in love with each other.","Sanjeev Kumar, Hema Malini, Yogeeta Bali, Om Shivpuri, Nazir Hussain"
884795,Kasak,1992.0,0.0,"Drama, Romance",K. Bapayya,Divya loved Suraj who is now no more she marries Vijay for the sake of her family and plans to divorce him soon but will Vijay agree to her terms.,Unknown
664602,The Shepherdess and the Seven Songs,2020.0,6.0,Drama,Pushpendra Singh,"Trapped between her cowardly husband and regular harassment by a local authority, Laila, a nomadic shepherdess, decides to break out of her old identity and chart a new path.","Navjot Randhawa, Sadakkit Bijran, Shahnawaz Bhat, Ranjit Khajuria, Mohammed Yasin Naz"
509743,Kabeela,1976.0,0.0,"Action, Adventure, Crime, Drama",Bolu Khosla,"Shobha lives a poor lifestyle along with her widower dad, Murari, in a village. One day a gypsy, Mangal, comes to her rescue when she is being chased by a bull, both continue to meet and fall in love with each other. Shortly thereafter she is abducted and taken to a man named Dildaar. Before she gets molested, she is rescued by Mangal, returns home to find that her father has passed away. When she refuses to marry Lalaji, he spreads rumors about her, and the villagers subsequently disown and blacklist her. She decides to go and live with Mangal, who is the son of Sardar Babbar, at the gypsy camp, but Mangal refuses to have to do anything with her. Subsequently Mangal returns to Shobha, apologizes, and both patch-up. Then Shobha's life is shattered when she comes across evidence that it was actually Mangal who abducted her, while Mangal himself faces many challenges and may even be killed for betraying his people.","Feroz Khan, Rekha, Kamini Kaushal, Imtiaz Khan, Premnath Malhotra"
499251,Humshakal,1992.0,0.0,"Action, Comedy, Drama",Kalpataru,Commissioner Kapoor makes Dadu Kaliya take the place of his lookalike inspector Vinod who was killed by Devi Dutt but how long will he hide the secret of Vinod's death from his family.,"Shammi Kapoor, Vinod Khanna, Meenakshi Sheshadri, Kiran Juneja, Kamini Kaushal"
325893,Insaaniyat,1974.0,0.0,Drama,Prayag Raj,"Raghuvir is a career criminal, and one day he is arrested by the Police, tried in Court, and sentenced to a long prison term. Shortly thereafter, he breaks out of prison, goes to the Judge who sentenced him, kills him, his wife, three sons, and two daughters. The Police chase, shoot him, wounded, he falls into a river and is believed to be dead. Twenty years later, Dilip, who lives a wealthy and care-free lifestyle with his widowed dad, Karamchand, is told that he has been adopted, and the person responsible for killing his dad, mom, and siblings, is Raghuvir whose body has never been found. Dilip gives up his care-free existence, takes the assistance of his friend, Ram, and goes to look for Raghuvir. What Dilip does not know is that Raghuvir is none other than Ram's father, who has been missing for 20 years. Watch what happens when Ram finds out that Dilip is going to kill his dad, and the impact this has on their friendship.","Shashi Kapoor, Sujit Kumar, Madhu, Jagdeep, Durga Khote"
306117,Khandaan,1942.0,0.0,Drama,Shaukat Hussain Rizvi,"A young man gets jailed for killing a woman who seduces him. When he gets released, he tries to stop his employer's son from committing the same kind of crime he did.","Noor Jehan, Pran Sikand, Ghulam Muhammad, Manorama, G.N. Butt"
302731,Dekha Pyar Tumhara,1985.0,0.0,"Comedy, Drama",Virendra Sharma,"Anu, a rich girl, falls in love with Vishal, a photographer, and marries him. However, soon after the wedding, Anu begins suspecting her husband of having an extra-marital affair.","Kamal Haasan, Rati Agnihotri, Deven Verma, Moushumi Chatterjee, Suresh Oberoi"
590806,Apna Khoon,1978.0,0.0,"Action, Crime, Comedy",Babbar Subhash,Inspector Verma is shocked when he discovers that his son has turned out to be a criminal. He takes up the challenge to reform his son and make him a law-abiding citizen.,"Shashi Kapoor, Hema Malini, Ashok Kumar, Pran Sikand, Amjad Khan"
410339,Man from Bombay,1960.0,5.0,"Drama, Crime, Romance",Raj Khosla,"A man on the run pretends to be the long-lost son of a wealthy family. To complicate matters, he falls in love with the woman who is supposed to be his sister.","Dev Anand, Suchitra Sen, Nazir Hussain, Jagdish Raj, Achala Sachdev"
283313,Dr. Kotnis Ki Amar Kahani,1946.0,5.0,"Drama, History",Shantaram Rajaram Vankudre,"During the Japanese invasion of China, a young Indian doctor joins the Chinese resistance, meets and courts a Chinese girl, cures a virulent plague, and is captured by a Japanese platoon...","Shantaram Rajaram Vankudre, Jayashree, Keshavrao Date, Pratima Devi"
