id,original_language,overview,release_date,title,popularity,vote_average,vote_count,genre,director,year
299534,en,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",2019-04-24,Avengers: Endgame,47.7377,8.237,26252,"Adventure, Science Fiction, Action",Joe Russo,2019
995133,en,"The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.",2022-12-25,"The Boy, the Mole, the Fox and the Horse",6.9058,8.235,621,"Animation, Family, Adventure, Fantasy",Charlie Mackesy,2022
299536,en,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",2018-04-25,Avengers: Infinity War,87.9166,8.235,30438,"Adventure, Action, Science Fiction",Anthony Russo,2018
490132,en,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",2018-11-16,Green Book,20.0928,8.233,11958,"Drama, Comedy, History",Peter Farrelly,2018
654299,es,"Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.",2019-12-24,Out of the Clear Blue Sky,1.4914,8.231,355,"Comedy, Drama, Music",Pepe Bojórquez,2019
283566,ja,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",2021-03-08,Evangelion: 3.0+1.0 Thrice Upon a Time,4.6189,8.231,842,"Animation, Action, Science Fiction, Drama",Kazuya Tsurumaki,2021
265177,fr,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",2014-09-19,Mommy,5.3814,8.231,2748,Drama,Xavier Dolan,2014
603,en,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",1999-03-31,The Matrix,35.2945,8.224,26299,"Action, Science Fiction",Lana Wachowski,1999
24188,it,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.",1962-12-05,Il Sorpasso,1.3669,8.2,790,"Drama, Comedy, Adventure",Dino Risi,1962
618344,en,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",2020-05-05,Justice League Dark: Apokolips War,7.1441,8.222,1488,"Animation, Action, Adventure, Fantasy",Matt Peters,2020
110420,ja,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",2012-07-21,Wolf Children,4.0576,8.221,2321,"Animation, Family, Drama, Fantasy",Mamoru Hosoda,2012
441130,en,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",2020-10-26,Wolfwalkers,5.0232,8.219,1242,"Animation, Family, Adventure, Fantasy",Tomm Moore,2020
16672,ja,A vacationing entomologist suffers extreme physical and psychological trauma after being taken captive by the residents of a poor seaside village and made to live with a woman whose life task is shoveling sand for them.,1964-02-15,Woman in the Dunes,2.4512,8.219,468,"Drama, Thriller",Hiroshi Teshigahara,1964
1160164,en,"A concert film documenting Taylor Swift's record-breaking Eras Tour (2023-2024). Filmed during the Los Angeles shows, the film captures the tour's ten acts, each representing a different musical era from Swift's career. The film showcases over 40 songs, elaborate stage productions, and Swift's performance.",2023-10-13,TAYLOR SWIFT | THE ERAS TOUR,3.536,8.2,444,Music,Sam Wrench,2023
857,en,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",1998-07-24,Saving Private Ryan,20.927,8.218,16235,"War, Drama, History",Steven Spielberg,1998
98,en,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",2000-05-04,Gladiator,31.1218,8.218,19599,"Action, Drama, Adventure",Ridley Scott,2000
315162,en,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",2022-12-07,Puss in Boots: The Last Wish,22.743,8.217,8130,"Animation, Adventure, Fantasy, Comedy, Family",Joel Crawford,2022
16869,en,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",2009-08-02,Inglourious Basterds,20.9159,8.216,22777,"Drama, Thriller, War",Quentin Tarantino,2009
37257,en,An ailing famous barrister agrees to defend a man in a sensational murder trial where his self-possessed wife's unconvincing testimony confuses him.,1957-12-17,Witness for the Prosecution,6.6155,8.214,1469,"Drama, Mystery, Crime",Billy Wilder,1957
635302,ja,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,21.3668,8.212,4071,"Animation, Action, Fantasy",Haruo Sotozaki,2020
694,en,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",1980-05-23,The Shining,21.2592,8.211,17878,"Horror, Thriller",Stanley Kubrick,1980
823219,lv,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",2024-08-29,Flow,62.3393,8.209,1853,Animation,,2024
290098,ko,"1930s Korea, in the period of Japanese occupation, a new girl, Sookee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to elope with him, rob her of her fortune, and lock her up in a madhouse. The plan seems to proceed according to plan until Sookee and Hideko discover some unexpected emotions.",2016-06-01,The Handmaiden,21.5942,8.208,3898,"Thriller, Drama, Romance",Park Chan-wook,2016
50014,en,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",2011-08-09,The Help,17.5149,8.207,8511,Drama,Tate Taylor,2011
354912,en,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",2017-10-27,Coco,23.6397,8.204,19914,,,
1124,en,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",2006-10-17,The Prestige,15.8903,8.203,16467,"Drama, Mystery, Science Fiction",Christopher Nolan,2006
